# WLTP single-cell simulation export
# WLTP source: data/wltp/wltp_class3_cycle.csv
# Ambient temperature [C]: 25
# Cells:
#   - NMC811 (NMC811, model: ohmic, capacity: 5 Ah)
#   - LFP (LFP, model: rc, capacity: 4.8 Ah)
#   - NCA (NCA, model: thermal, capacity: 4.5 Ah)
time_s	drive.accel_mps2	drive.distance_m	drive.phase_id	drive.speed_kph	LFP.current_a	LFP.heat_w	LFP.ocv_v	LFP.power_kw	LFP.rc_surface_voltage_v	LFP.soc	LFP.temperature_c	LFP.voltage_v	NCA.current_a	NCA.heat_rejection_w	NCA.heat_w	NCA.ocv_v	NCA.power_kw	NCA.soc	NCA.temperature_c	NCA.voltage_v	NMC811.current_a	NMC811.heat_w	NMC811.ocv_v	NMC811.power_kw	NMC811.soc	NMC811.temperature_c	NMC811.voltage_v
1145	-1.13169	0	3	101.852	15.5144	3.61045	3.27939	0.0475538	0.088277	0.473341	25	3.06514	16.8632	3.95422	3.12803	3.48998	0.0557241	0.370369	29.7451	3.30449	14.1656	2.40798	3.69534	0.0499388	0.555482	25	3.52535
1146	-1.13169	0	3	97.7778	14.8354	3.30133	3.27867	0.0456184	0.0855873	0.472482	25	3.07497	16.1276	3.93292	2.86108	3.48889	0.0534062	0.369373	29.7195	3.31148	13.5432	2.20102	3.69435	0.0478324	0.55473	25	3.53183
1147	-1.13169	0	3	93.7037	14.1564	3.00605	3.27799	0.0436694	0.0828519	0.471663	25	3.08479	15.392	3.90707	2.60604	3.48784	0.0510787	0.368423	29.6885	3.31853	12.9208	2.00336	3.69341	0.0457184	0.554012	25	3.53836
1148	-1.13169	0	3	89.6296	13.4774	2.72459	3.27733	0.041707	0.0800764	0.470883	25	3.0946	14.6564	3.87698	2.3629	3.48684	0.0487416	0.367518	29.6524	3.32562	12.2984	1.81499	3.69252	0.0435969	0.553329	25	3.54493
1149	-1.13169	0	3	85.5556	12.7984	2.45697	3.27671	0.0397313	0.0772659	0.470142	25	3.1044	13.9208	3.84298	2.13167	3.48589	0.0463947	0.366659	29.6116	3.33277	11.6759	1.63593	3.69166	0.0414676	0.55268	25	3.55155
1150	-1.13169	0	3	81.4815	12.1193	2.20318	3.27611	0.0377422	0.0744248	0.469441	25	3.11421	13.1852	3.80536	1.91234	3.48499	0.0440379	0.365845	29.5664	3.33995	11.0535	1.46616	3.69085	0.0393306	0.552066	25	3.55821
1151	-1.13169	0	3	77.4074	11.4403	1.96322	3.27555	0.0357399	0.0715569	0.468779	25	3.12402	12.4496	3.76444	1.70491	3.48414	0.0416712	0.365077	29.5173	3.34719	10.4311	1.30569	3.69008	0.0371858	0.551487	25	3.56491
1152	-1.13169	0	3	73.3333	10.7613	1.73709	3.27502	0.0337243	0.0686655	0.468156	25	3.13384	11.714	3.7205	1.50939	3.48333	0.0392943	0.364354	29.4646	3.35448	9.80864	1.15451	3.68936	0.0350331	0.550942	25	3.57165
1153	-1.13169	0	3	69.2593	10.0823	1.52479	3.27452	0.0316955	0.0657536	0.467573	25	3.14367	10.9784	3.67384	1.32578	3.48257	0.0369073	0.363676	29.4086	3.36181	9.18621	1.01264	3.68868	0.0328723	0.550431	25	3.57844
1154	-1.13169	0	3	65.1852	9.40329	1.32633	3.27406	0.0296534	0.0628238	0.467029	25	3.15352	10.2428	3.62474	1.15406	3.48186	0.0345099	0.363044	29.3497	3.36919	8.56379	0.880061	3.68804	0.0307035	0.549956	25	3.58527
1155	-1.13169	0	3	61.1111	8.72428	1.1417	3.27362	0.0275982	0.0598782	0.466524	25	3.16338	9.5072	3.57349	0.994256	3.4812	0.0321022	0.362457	29.2882	3.37662	7.94136	0.756782	3.68744	0.0285265	0.549514	25	3.59215
1156	-1.13169	0	3	57.037	8.04527	0.970895	3.27322	0.0255297	0.0569189	0.466058	25	3.17326	8.7716	3.52036	0.846352	3.48058	0.0296839	0.361915	29.2244	3.38409	7.31893	0.642801	3.68689	0.0263413	0.549108	25	3.59907
1157	-1.13169	0	3	52.963	7.36626	0.813926	3.27285	0.0234479	0.0539476	0.465632	25	3.18315	8.03601	3.4656	0.710352	3.48001	0.027255	0.361419	29.1587	3.39161	6.6965	0.538118	3.68638	0.0241478	0.548736	25	3.60603
1158	-1.13169	0	3	48.8889	6.68724	0.670788	3.27251	0.0213528	0.0509657	0.465245	25	3.19307	7.30041	3.4095	0.586256	3.47949	0.0248155	0.360969	29.0914	3.39919	6.07407	0.442733	3.68592	0.0219458	0.548398	25	3.61303
1159	-1.13169	0	3	44.8148	6.00823	0.541482	3.2722	0.0192444	0.0479746	0.464897	25	3.20301	6.56481	3.35231	0.474065	3.47902	0.022365	0.360563	29.0228	3.4068	5.45165	0.356645	3.6855	0.0197354	0.548095	25	3.62008
1160	-1.13169	0	3	40.7407	5.32922	0.426008	3.27192	0.0171226	0.0449755	0.464589	25	3.21297	5.82922	3.29428	0.373778	3.47859	0.0199037	0.360203	28.9531	3.41447	4.82922	0.279856	3.68512	0.0175164	0.547827	25	3.62717
1161	-1.13169	0	3	36.6667	4.65021	0.324366	3.27167	0.0149874	0.0419693	0.46432	25	3.22296	5.09362	3.23565	0.285395	3.47821	0.0174313	0.359889	28.8828	3.42218	4.20679	0.212365	3.68478	0.0152887	0.547593	25	3.6343
1162	-1.13169	0	3	32.5926	3.97119	0.236556	3.27146	0.0128388	0.0389569	0.46409	25	3.23297	4.35802	3.17668	0.208916	3.47788	0.0149478	0.35962	28.812	3.42995	3.58436	0.154172	3.68449	0.0130524	0.547394	25	3.64148
1163	-1.13169	0	3	28.5185	3.29218	0.162577	3.27127	0.0106766	0.0359391	0.463899	25	3.24301	3.62243	3.11759	0.144342	3.4776	0.012453	0.359396	28.7411	3.43775	2.96193	0.105277	3.68424	0.0108072	0.54723	25	3.6487
1164	-1.13169	0	3	24.4444	2.61317	0.10243	3.27112	0.00850085	0.0329167	0.463748	25	3.25308	2.88683	3.05864	0.0916717	3.47737	0.0099469	0.359218	28.6704	3.44561	2.33951	0.0656795	3.68404	0.00855315	0.5471	25	3.65596
1165	-1.13169	0	3	20.3704	1.93416	0.0561144	3.271	0.00631149	0.02989	0.463636	25	3.26317	2.15123	3.00003	0.0509059	3.47718	0.00742932	0.359085	28.6	3.45352	1.71708	0.0353803	3.68387	0.00629012	0.547004	25	3.66327
1166	-1.13169	0	3	16.2963	1.25514	0.0236308	3.27091	0.00410845	0.0268598	0.463563	25	3.27329	1.41564	2.94201	0.0220443	3.47704	0.00490018	0.358998	28.5304	3.46147	1.09465	0.0143791	3.68376	0.00401804	0.546944	25	3.67062
1167	-1.13169	0	3	12.2222	0.576132	0.00497892	3.27085	0.0018917	0.0238264	0.46353	25	3.28344	0.680041	2.88479	0.00508702	3.47695	0.00235938	0.358956	28.4617	3.46947	0.472222	0.00267593	3.68368	0.00173684	0.546917	25	3.67801
1168	-1.13169	0	3	8.14815	0	0	3.27082	0	0.0208481	0.46353	25	3.29167	0	2.82858	0	3.4769	0	0.358956	28.3943	3.4769	0	0	3.68365	0	0.546917	25	3.68365
1169	-1.13169	0	3	4.07407	0	0	3.27082	0	0.0182421	0.46353	25	3.28907	0	2.77347	0	3.4769	0	0.358956	28.3282	3.4769	0	0	3.68365	0	0.546917	25	3.68365
1170	-1.13169	0	3	-1.42109e-14	0	0	3.27082	0	0.0159618	0.46353	25	3.28679	0	2.71943	0	3.4769	0	0.358956	28.2633	3.4769	0	0	3.68365	0	0.546917	25	3.68365
1171	3.94746e-15	0	3	0	2.5	0.09375	3.27082	0.00809362	0.0153729	0.463385	25	3.23745	3	2.66837	0.099	3.4769	0.0103317	0.358771	28.202	3.4439	2	0.048	3.68365	0.00731929	0.546806	25	3.65965
1172	0	0	3	0	2.5	0.09375	3.27071	0.00809204	0.0148575	0.463241	25	3.23682	3	2.61831	0.099	3.47671	0.0103311	0.358586	28.142	3.44371	2	0.048	3.68351	0.00731902	0.546695	25	3.65951
1173	0	0	3	0	2.5	0.09375	3.27059	0.00809062	0.0144066	0.463096	25	3.23625	3	2.56923	0.099	3.47651	0.0103305	0.358401	28.0831	3.44351	2	0.048	3.68337	0.00731874	0.546584	25	3.65937
1174	0	0	3	0	2.5	0.09375	3.27048	0.00808935	0.014012	0.462951	25	3.23574	3	2.5211	0.099	3.47632	0.01033	0.358215	28.0253	3.44332	2	0.048	3.68323	0.00731846	0.546473	25	3.65923
1175	0	0	3	0	2.5	0.09375	3.27036	0.00808819	0.0136667	0.462807	25	3.23528	3	2.4739	0.099	3.47613	0.0103294	0.35803	27.9687	3.44313	2	0.048	3.68309	0.00731818	0.546362	25	3.65909
1176	0	0	3	0	2.5	0.09375	3.27025	0.00808715	0.0133646	0.462662	25	3.23486	3	2.42763	0.099	3.47593	0.0103288	0.357845	27.9132	3.44293	2	0.048	3.68295	0.0073179	0.546251	25	3.65895
1177	0	0	3	0	2.5	0.09375	3.27013	0.0080862	0.0131003	0.462517	25	3.23448	3	2.38226	0.099	3.47574	0.0103282	0.35766	27.8587	3.44274	2	0.048	3.68281	0.00731763	0.54614	25	3.65881
1178	0	0	3	0	2.5	0.09375	3.27001	0.00808533	0.012869	0.462373	25	3.23413	3	2.33777	0.099	3.47554	0.0103276	0.357475	27.8053	3.44254	2	0.048	3.68267	0.00731735	0.546028	25	3.65867
1179	0	0	3	0	2.5	0.09375	3.2699	0.00808454	0.0126666	0.462228	25	3.23381	3	2.29415	0.099	3.47535	0.010327	0.357289	27.753	3.44235	2	0.048	3.68254	0.00731707	0.545917	25	3.65854
1180	0	0	3	0	2.5	0.09375	3.26978	0.0080838	0.0124896	0.462083	25	3.23352	3	2.25138	0.099	3.47515	0.0103265	0.357104	27.7017	3.44215	2	0.048	3.6824	0.00731679	0.545806	25	3.6584
1181	0	0	3	0	2.5	0.09375	3.26967	0.00808313	0.0123346	0.461939	25	3.23325	3	2.20944	0.099	3.47496	0.0103259	0.356919	27.6513	3.44196	2	0.048	3.68226	0.00731652	0.545695	25	3.65826
1182	0	0	3	0	2.5	0.09375	3.26955	0.0080825	0.012199	0.461794	25	3.233	3	2.16832	0.099	3.47476	0.0103253	0.356734	27.602	3.44176	2	0.048	3.68212	0.00731624	0.545584	25	3.65812
1183	0	0	3	0	2.5	0.09375	3.26944	0.00808191	0.0120804	0.461649	25	3.23277	3	2.128	0.099	3.47457	0.0103247	0.356549	27.5536	3.44157	2	0.048	3.68198	0.00731596	0.545473	25	3.65798
1184	0	0	3	0	2.5	0.09375	3.26932	0.00808137	0.0119766	0.461505	25	3.23255	3	2.08847	0.099	3.47438	0.0103241	0.356363	27.5062	3.44138	2	0.048	3.68184	0.00731568	0.545362	25	3.65784
1185	0	0	3	0	2.5	0.09375	3.2692	0.00808085	0.0118858	0.46136	25	3.23234	3	2.04971	0.099	3.47418	0.0103235	0.356178	27.4597	3.44118	2	0.048	3.6817	0.0073154	0.545251	25	3.6577
1186	0	0	3	0	2.5	0.09375	3.26909	0.00808036	0.0118063	0.461215	25	3.23214	3	2.0117	0.099	3.47399	0.010323	0.355993	27.414	3.44099	2	0.048	3.68156	0.00731513	0.54514	25	3.65756
1187	0.892857	0	3	3.21429	6.16071	0.569316	3.26897	0.0194841	0.0137959	0.460859	25	3.16263	7.15179	1.98347	0.562628	3.47379	0.0242812	0.355552	27.3802	3.39512	5.16964	0.320702	3.68142	0.0187109	0.544852	25	3.61939
1188	0.892857	0	3	6.42857	6.69643	0.672632	3.26869	0.0211202	0.0158382	0.460471	25	3.15394	7.73214	1.95763	0.657646	3.47333	0.0261986	0.355074	27.3492	3.38828	5.66071	0.384524	3.68107	0.0204529	0.544538	25	3.61314
1189	0.892857	0	3	9.64286	7.23214	0.784558	3.26838	0.0227471	0.0179265	0.460053	25	3.14528	8.3125	1.9343	0.760074	3.47283	0.0281078	0.354561	27.3212	3.38139	6.15179	0.454134	3.68067	0.0221886	0.544196	25	3.60685
1190	0.892857	0	3	12.8571	7.76786	0.905094	3.26804	0.0243648	0.0200551	0.459603	25	3.13662	8.89286	1.91356	0.869912	3.47229	0.0300087	0.354012	27.2963	3.37447	6.64286	0.529531	3.68025	0.0239178	0.543827	25	3.60053
1191	0.892857	0	3	16.0714	8.30357	1.03424	3.26768	0.0259734	0.022219	0.459123	25	3.12798	9.47321	1.89551	0.98716	3.47171	0.0319011	0.353428	27.2746	3.36751	7.13393	0.610715	3.67978	0.0256406	0.543431	25	3.59418
1192	0.892857	0	3	19.2857	8.83929	1.17199	3.2673	0.0275728	0.0244137	0.458611	25	3.11935	10.0536	1.88024	1.11182	3.4711	0.0337851	0.352807	27.2563	3.36051	7.625	0.697687	3.67929	0.0273569	0.543007	25	3.58779
1193	0.892857	0	3	22.5	9.375	1.31836	3.26689	0.0291629	0.0266354	0.458069	25	3.11071	10.6339	1.86784	1.24388	3.47045	0.0356606	0.352151	27.2414	3.35347	8.11607	0.790447	3.67876	0.0290666	0.542556	25	3.58137
1194	0.892857	0	3	25.7143	9.91071	1.47333	3.26645	0.0307438	0.0288808	0.457495	25	3.10208	11.2143	1.8584	1.38336	3.46976	0.0375275	0.351458	27.2301	3.3464	8.60714	0.888995	3.6782	0.0307698	0.542078	25	3.57491
1195	0.892857	0	3	28.9286	10.4464	1.63692	3.266	0.0323154	0.0311468	0.456891	25	3.09344	11.7946	1.85201	1.53025	3.46903	0.0393857	0.35073	27.2224	3.33929	9.09821	0.99333	3.6776	0.0324662	0.541573	25	3.56842
1196	0.892857	0	3	32.1429	10.9821	1.80911	3.26551	0.0338776	0.0334309	0.456255	25	3.08479	12.375	1.84875	1.68455	3.46827	0.0412353	0.349966	27.2185	3.33214	9.58929	1.10345	3.67697	0.034156	0.54104	25	3.56189
1197	0.892857	0	3	35.3571	11.5179	1.98992	3.265	0.0354305	0.0357308	0.455588	25	3.07614	12.9554	1.8487	1.84625	3.46746	0.043076	0.349167	27.2184	3.32496	10.0804	1.21936	3.6763	0.0358391	0.54048	25	3.55534
1198	0.892857	0	3	38.5714	12.0536	2.17933	3.26447	0.036974	0.0380446	0.454891	25	3.06747	13.5357	1.85195	2.01537	3.46662	0.0449079	0.348331	27.2223	3.31773	10.5714	1.34106	3.6756	0.0375153	0.539893	25	3.54874
1199	0.892857	0	3	41.7857	12.5893	2.37735	3.26391	0.038508	0.0403705	0.454162	25	3.05879	14.1161	1.85857	2.1919	3.46575	0.0467308	0.34746	27.2303	3.31047	11.0625	1.46855	3.67487	0.0391847	0.539278	25	3.54212
1200	0.892857	0	3	45	13.125	2.58398	3.26333	0.0400326	0.042707	0.453403	25	3.0501	14.6964	1.86865	2.37584	3.46483	0.0485448	0.346553	27.2424	3.30317	11.5536	1.60182	3.6741	0.0408471	0.538636	25	3.53545
1201	0	0	3	45	10	1.5	3.26272	0.0311072	0.0429936	0.452824	25	3.11072	11.125	1.85877	1.36142	3.46388	0.0371742	0.345866	27.2305	3.34151	8.875	0.945188	3.6733	0.0316553	0.538143	25	3.5668
1202	0	0	3	45	10	1.5	3.26226	0.031105	0.0432444	0.452245	25	3.1105	11.125	1.84908	1.36142	3.46316	0.0371662	0.345179	27.2189	3.34078	8.875	0.945188	3.67268	0.0316498	0.53765	25	3.56618
1203	0	0	3	45	10	1.5	3.2618	0.0311026	0.0434639	0.451667	25	3.11026	11.125	1.83957	1.36142	3.46244	0.0371582	0.344492	27.2075	3.34006	8.875	0.945188	3.67206	0.0316444	0.537157	25	3.56556
1204	0	0	3	45	10	1.5	3.26133	0.0310999	0.0436559	0.451088	25	3.10999	11.125	1.83026	1.36142	3.46172	0.0371502	0.343806	27.1963	3.33934	8.875	0.945188	3.67145	0.0316389	0.536664	25	3.56495
1205	0	0	3	45	10	1.5	3.26087	0.0310969	0.0438239	0.450509	25	3.10969	11.125	1.82112	1.36142	3.461	0.0371422	0.343119	27.1853	3.33862	8.875	0.945188	3.67083	0.0316334	0.536171	25	3.56433
1206	0	0	3	45	10	1.5	3.26041	0.0310938	0.0439709	0.449931	25	3.10938	11.125	1.81217	1.36142	3.46027	0.0371341	0.342432	27.1746	3.3379	8.875	0.945188	3.67021	0.031628	0.535678	25	3.56371
1207	0	0	3	45	10	1.5	3.25994	0.0310904	0.0440996	0.449352	25	3.10904	11.125	1.80338	1.36142	3.45955	0.0371261	0.341745	27.1641	3.33718	8.875	0.945188	3.6696	0.0316225	0.535185	25	3.5631
1208	0.520833	0	3	46.875	12.1354	2.20903	3.25948	0.0372345	0.0454133	0.44865	25	3.06825	13.5469	1.80758	2.0187	3.45883	0.0448377	0.340909	27.1691	3.30982	10.724	1.38004	3.66898	0.037966	0.534589	25	3.54029
1209	0.520833	0	3	48.75	12.4479	2.32426	3.25892	0.038127	0.0467386	0.447929	25	3.06292	13.8854	1.81368	2.12085	3.45795	0.0458943	0.340052	27.1764	3.30522	11.0104	1.45475	3.66824	0.0389341	0.533977	25	3.53611
1210	0.520833	0	3	50.625	12.7604	2.44242	3.25834	0.0390161	0.048074	0.447191	25	3.05759	14.224	1.82171	2.22553	3.45705	0.0469475	0.339174	27.186	3.30059	11.2969	1.53143	3.66747	0.0398995	0.53335	25	3.53191
1211	0.520833	0	3	52.5	13.0729	2.56352	3.25775	0.0399018	0.0494183	0.446434	25	3.05225	14.5625	1.83166	2.33273	3.45613	0.0479972	0.338275	27.198	3.29595	11.5833	1.61008	3.66669	0.0408624	0.532706	25	3.52769
1212	0.520833	0	3	54.375	13.3854	2.68754	3.25715	0.0407841	0.0507703	0.44566	25	3.0469	14.901	1.84356	2.44245	3.45519	0.0490435	0.337355	27.2123	3.29128	11.8698	1.6907	3.66588	0.0418226	0.532047	25	3.52345
1213	0.520833	0	3	56.25	13.6979	2.81449	3.25653	0.0416629	0.0521291	0.444867	25	3.04155	15.2396	1.85742	2.55469	3.45422	0.0500862	0.336415	27.2289	3.28659	12.1563	1.77329	3.66506	0.0427801	0.531371	25	3.51918
1214	0.520833	0	3	58.125	14.0104	2.94438	3.25589	0.0425382	0.0534938	0.444056	25	3.03618	15.5781	1.87324	2.66946	3.45324	0.0511255	0.335453	27.2479	3.28188	12.4427	1.85785	3.66421	0.0437349	0.53068	25	3.5149
1215	0.520833	0	3	60	14.3229	3.07719	3.25524	0.0434101	0.0548637	0.443227	25	3.03081	15.9167	1.89104	2.78674	3.45223	0.0521612	0.33447	27.2692	3.27714	12.7292	1.94438	3.66335	0.044687	0.529973	25	3.5106
1216	0.520833	0	3	61.875	14.6354	3.21293	3.25458	0.0442784	0.0562382	0.44238	25	3.02543	16.2552	1.91083	2.90655	3.45119	0.0531933	0.333467	27.293	3.27239	13.0156	2.03288	3.66247	0.0456364	0.52925	25	3.50628
1217	0.520833	0	3	63.75	14.9479	3.3516	3.2539	0.0451433	0.0576166	0.441515	25	3.02004	16.5937	1.93261	3.02888	3.45014	0.0542219	0.332443	27.3191	3.26761	13.3021	2.12335	3.66156	0.0465831	0.528511	25	3.50194
1218	0.520833	0	3	65.625	15.2604	3.4932	3.25321	0.0460045	0.0589985	0.440632	25	3.01463	16.9323	1.9564	3.15373	3.44906	0.0552468	0.331398	27.3477	3.26281	13.5885	2.21578	3.66064	0.047527	0.527756	25	3.49758
1219	0.520833	0	3	67.5	15.5729	3.63774	3.25251	0.0468623	0.0603835	0.439731	25	3.00922	17.2708	1.98221	3.2811	3.44797	0.0562682	0.330331	27.3787	3.25799	13.875	2.31019	3.65969	0.0484681	0.526985	25	3.49319
1220	0.520833	0	3	69.375	15.8854	3.7852	3.25178	0.0477165	0.0617711	0.438812	25	3.00379	17.6094	2.01005	3.41099	3.44685	0.0572858	0.329244	27.4121	3.25314	14.1615	2.40656	3.65873	0.0494064	0.526198	25	3.48879
1221	0.520833	0	3	71.25	16.1979	3.93559	3.25105	0.048567	0.063161	0.437874	25	2.99835	17.9479	2.03993	3.5434	3.44571	0.0582999	0.328137	27.4479	3.24828	14.4479	2.50491	3.65775	0.0503419	0.525396	25	3.48437
1222	0.520833	0	3	73.125	16.5104	4.08891	3.2503	0.049414	0.064553	0.436919	25	2.9929	18.2865	2.07185	3.67834	3.44454	0.0593102	0.327008	27.4862	3.24339	14.7344	2.60522	3.65674	0.0512746	0.524577	25	3.47993
1223	0.520833	0	3	75	16.8229	4.24516	3.24954	0.0502574	0.0659468	0.435945	25	2.98743	18.625	2.10583	3.8158	3.44336	0.0603167	0.325858	27.527	3.23848	15.0208	2.70751	3.65572	0.0522045	0.523743	25	3.47547
1224	0.520833	0	3	76.875	17.1354	4.40434	3.24876	0.0510971	0.0673421	0.434954	25	2.98196	18.9635	2.14187	3.95578	3.44215	0.0613196	0.324687	27.5702	3.23355	15.3073	2.81176	3.65468	0.0531315	0.522892	25	3.47099
1225	0.520833	0	3	78.75	17.4479	4.56645	3.24796	0.0519332	0.0687388	0.433944	25	2.97647	19.3021	2.17999	4.09827	3.44092	0.0623187	0.323496	27.616	3.2286	15.5937	2.91798	3.65362	0.0540556	0.522026	25	3.46649
1226	0.520833	0	3	80.625	17.7604	4.73149	3.24716	0.0527656	0.0701367	0.432916	25	2.97096	19.6406	2.2202	4.2433	3.43967	0.063314	0.322284	27.6642	3.22362	15.8802	3.02617	3.65253	0.0549768	0.521144	25	3.46197
1227	0.520833	0	3	82.5	18.0729	4.89945	3.24633	0.0535943	0.0715356	0.43187	25	2.96545	19.9792	2.26249	4.39084	3.4384	0.0643055	0.32105	27.715	3.21863	16.1667	3.13633	3.65143	0.0558951	0.520245	25	3.45743
1228	0.520833	0	3	84.375	18.3854	5.07035	3.2455	0.0544193	0.0729354	0.430806	25	2.95992	20.3177	2.30688	4.5409	3.4371	0.0652932	0.319796	27.7683	3.21361	16.4531	3.24846	3.65031	0.0568105	0.519331	25	3.45287
1229	0.520833	0	3	86.25	18.6979	5.24418	3.24464	0.0552406	0.0743361	0.429724	25	2.95437	20.6562	2.35338	4.69349	3.43579	0.066277	0.318521	27.8241	3.20857	16.7396	3.36256	3.64916	0.0577229	0.518401	25	3.44829
1230	0.520833	0	3	88.125	19.0104	5.42094	3.24378	0.0560582	0.0757374	0.428624	25	2.94881	20.9948	2.402	4.84859	3.43445	0.0672569	0.317225	27.8824	3.2035	17.026	3.47863	3.648	0.0586324	0.517456	25	3.44369
1231	0.520833	0	3	90	19.3229	5.60063	3.2429	0.056872	0.0771394	0.427506	25	2.94324	21.3333	2.45274	5.00622	3.43309	0.068233	0.315908	27.9433	3.19842	17.3125	3.59667	3.64682	0.0595389	0.516494	25	3.43907
1232	0	0	3	90	17.5	4.59375	3.242	0.0521167	0.0773407	0.426493	25	2.9781	19.25	2.48437	4.07619	3.4317	0.0619841	0.31472	27.9812	3.21995	15.75	2.97675	3.64562	0.0544417	0.515619	25	3.45662
1233	0	0	3	90	17.5	4.59375	3.24119	0.0521056	0.0775169	0.42548	25	2.97746	19.25	2.51539	4.07619	3.43046	0.0619601	0.313532	28.0185	3.21871	15.75	2.97675	3.64452	0.0544245	0.514744	25	3.45552
1234	0	0	3	90	17.5	4.59375	3.24038	0.0520941	0.077671	0.424468	25	2.97681	19.25	2.5458	4.07619	3.42921	0.0619361	0.312343	28.055	3.21746	15.75	2.97675	3.64343	0.0544073	0.513869	25	3.45443
1235	0	0	3	90	17.5	4.59375	3.23957	0.0520823	0.0778059	0.423455	25	2.97613	19.25	2.57561	4.07619	3.42796	0.0619121	0.311155	28.0907	3.21621	15.75	2.97675	3.64234	0.05439	0.512994	25	3.45334
1236	0	0	3	90	17.5	4.59375	3.23876	0.0520702	0.0779239	0.422442	25	2.97544	19.25	2.60485	4.07619	3.42671	0.061888	0.309967	28.1258	3.21496	15.75	2.97675	3.64124	0.0543728	0.512119	25	3.45224
1237	0	0	3	90	17.5	4.59375	3.23795	0.0520578	0.0780272	0.421429	25	2.97473	19.25	2.63352	4.07619	3.42547	0.061864	0.308779	28.1602	3.21372	15.75	2.97675	3.64015	0.0543556	0.511244	25	3.45115
1238	0	0	3	90	17.5	4.59375	3.23714	0.0520452	0.0781175	0.420417	25	2.97401	19.25	2.66163	4.07619	3.42422	0.06184	0.30759	28.194	3.21247	15.75	2.97675	3.63905	0.0543384	0.510369	25	3.45005
1239	0	0	3	90	17.5	4.59375	3.23633	0.0520324	0.0781966	0.419404	25	2.97328	19.25	2.68919	4.07619	3.42297	0.061816	0.306402	28.227	3.21122	15.75	2.97675	3.63796	0.0543211	0.509494	25	3.44896
1240	0	0	3	90	17.5	4.59375	3.23552	0.0520194	0.0782658	0.418391	25	2.97254	19.25	2.71621	4.07619	3.42172	0.061792	0.305214	28.2595	3.20997	15.75	2.97675	3.63687	0.0543039	0.508619	25	3.44787
1241	0	0	3	90	17.5	4.59375	3.23471	0.0520063	0.0783263	0.417379	25	2.97179	19.25	2.74271	4.07619	3.42047	0.0617679	0.304026	28.2913	3.20872	15.75	2.97675	3.63577	0.0542867	0.507744	25	3.44677
1242	0	0	3	90	17.5	4.59375	3.2339	0.0519931	0.0783793	0.416366	25	2.97103	19.25	2.76869	4.07619	3.41923	0.0617439	0.302837	28.3224	3.20748	15.75	2.97675	3.63468	0.0542695	0.506869	25	3.44568
1243	0	0	3	90	17.5	4.59375	3.23309	0.0519797	0.0784256	0.415353	25	2.97027	19.25	2.79417	4.07619	3.41798	0.0617199	0.301649	28.353	3.20623	15.75	2.97675	3.63359	0.0542522	0.505994	25	3.44459
1244	0	0	3	90	17.5	4.59375	3.23228	0.0519662	0.0784661	0.41434	25	2.9695	19.25	2.81915	4.07619	3.41673	0.0616959	0.300461	28.383	3.20498	15.75	2.97675	3.63249	0.054235	0.505119	25	3.44349
1245	0	0	3	90	17.5	4.59375	3.23147	0.0519527	0.0785016	0.413328	25	2.96872	19.25	2.84364	4.07619	3.41548	0.0616719	0.299272	28.4124	3.20373	15.75	2.97675	3.6314	0.0542178	0.504244	25	3.4424
1246	0	0	3	90	17.5	4.59375	3.23066	0.051939	0.0785327	0.412315	25	2.96794	19.25	2.86766	4.07619	3.41424	0.0616479	0.298084	28.4412	3.20249	15.75	2.97675	3.6303	0.0542005	0.503369	25	3.4413
1247	-0.757576	0	3	87.2727	14.3939	3.10778	3.22985	0.0435558	0.0768127	0.411482	25	3.02598	15.7273	2.86479	2.72082	3.41299	0.0509562	0.297113	28.4378	3.23999	13.0606	2.04695	3.62921	0.0453527	0.502643	25	3.47248
1248	-0.757576	0	3	84.5455	13.9394	2.9146	3.22919	0.0422701	0.075052	0.410675	25	3.03242	15.2348	2.85872	2.55311	3.41197	0.0494277	0.296173	28.4305	3.24439	12.6439	1.91843	3.6283	0.0439576	0.501941	25	3.47658
1249	-0.757576	0	3	81.8182	13.4848	2.72762	3.22854	0.0409783	0.0732557	0.409895	25	3.03884	14.7424	2.8496	2.39073	3.41098	0.0478954	0.295263	28.4195	3.24881	12.2273	1.79407	3.62743	0.0425595	0.501261	25	3.4807
1250	-0.757576	0	3	79.0909	13.0303	2.54683	3.22792	0.0396806	0.0714283	0.409141	25	3.04525	14.25	2.8376	2.23369	3.41003	0.0463592	0.294383	28.4051	3.25328	11.8106	1.67388	3.62658	0.0411582	0.500605	25	3.48485
1251	-0.757576	0	3	76.3636	12.5758	2.37225	3.22731	0.0383769	0.0695736	0.408413	25	3.05166	13.7576	2.82288	2.08198	3.4091	0.044819	0.293534	28.3875	3.25777	11.3939	1.55786	3.62576	0.0397538	0.499972	25	3.48903
1252	-0.757576	0	3	73.6364	12.1212	2.20386	3.22673	0.0370674	0.0676951	0.407712	25	3.05806	13.2652	2.80559	1.93561	3.40821	0.0432748	0.292715	28.3667	3.26229	10.9773	1.44601	3.62497	0.0383462	0.499362	25	3.49324
1253	-0.757576	0	3	70.9091	11.6667	2.04167	3.22617	0.0357521	0.0657957	0.407036	25	3.06446	12.7727	2.78589	1.79457	3.40735	0.0417266	0.291927	28.3431	3.26685	10.5606	1.33832	3.6242	0.0369355	0.498776	25	3.49748
